ACID					ID		 DATE				DEPAD	 DESTAD	AIRCRAFT	ATD							POINT		 TIME
  CES5186     3360   20130526   ZSPD   ZBAA   ZZZZ   201305262206        DOGAR   201305262329
  CES5186     3360   20130526   ZSPD   ZBAA   ZZZZ   201305262206         ZBAA   201305262343
   CCA178     3745   20130526   ZSPD   ZBAA   ZZZZ   201305262141        DOGAR   201305262307
   CCA178     3745   20130526   ZSPD   ZBAA   ZZZZ   201305262141         ZBAA   201305262321
   CCA176     5050   20130526   ZSPD   ZBAA   ZZZZ   201305262153        ABTUB   201305262247
   CCA176     5050   20130526   ZSPD   ZBAA   ZZZZ   201305262153        DALIM   201305262250
   CCA176     5050   20130526   ZSPD   ZBAA   ZZZZ   201305262153        DOGAR   201305262314
   CCA176     5050   20130526   ZSPD   ZBAA   ZZZZ   201305262153         ZBAA   201305262328
   CCA156     5080   20130526   ZSPD   ZBAA   ZZZZ   201305261910        OMUDI   201305261953
   CCA156     5080   20130526   ZSPD   ZBAA   ZZZZ   201305261910          PIX   201305261957
   CCA156     5080   20130526   ZSPD   ZBAA   ZZZZ   201305261910        UDINO   201305262001
   CCA156     5080   20130526   ZSPD   ZBAA   ZZZZ   201305261910          P58   201305262001
   CCA156     5080   20130526   ZSPD   ZBAA   ZZZZ   201305261910        DOGAR   201305262040
   CCA156     5080   20130526   ZSPD   ZBAA   ZZZZ   201305261910         ZBAA   201305262104
  CSS6877     8850   20130527   ZSPD   ZBAA   ZZZZ   201305280018        UDINO   201305280107
  CSS6877     8850   20130527   ZSPD   ZBAA   ZZZZ   201305280018          P58   201305280108
  CSS6877     8850   20130527   ZSPD   ZBAA   ZZZZ   201305280018         ZBAA   201305280202
  YZR7929     8216   20130527   ZSPD   ZBAA   ZZZZ   201305270158        UDINO   201305270248
  YZR7929     8216   20130527   ZSPD   ZBAA   ZZZZ   201305270158          P58   201305270248
  YZR7929     8216   20130527   ZSPD   ZBAA   ZZZZ   201305270158        DOGAR   201305270328
  YZR7929     8216   20130527   ZSPD   ZBAA   ZZZZ   201305270158         ZBAA   201305270343
  CYZ9032     6381   20130527   ZSPD   ZBAA   ZZZZ   201305280144        UDINO   201305280236
  CYZ9032     6381   20130527   ZSPD   ZBAA   ZZZZ   201305280144          P58   201305280236
  CYZ9032     6381   20130527   ZSPD   ZBAA   ZZZZ   201305280144        BIVOR   201305280308
  CYZ9032     6381   20130527   ZSPD   ZBAA   ZZZZ   201305280144         ZBAA   201305280328
  CES5186     8159   20130527   ZSPD   ZBAA   ZZZZ   201305272219        UDINO   201305272310
  CES5186     8159   20130527   ZSPD   ZBAA   ZZZZ   201305272219          P58   201305272310
  CES5186     8159   20130527   ZSPD   ZBAA   ZZZZ   201305272219        DOGAR   201305272350
  CES5186     8159   20130527   ZSPD   ZBAA   ZZZZ   201305272219         ZBAA   201305280008
   CES564     8564   20130527   ZSPD   ZBAA   ZZZZ   201305271248        UDINO   201305271335
   CES564     8564   20130527   ZSPD   ZBAA   ZZZZ   201305271248          P58   201305271335
   CES564     8564   20130527   ZSPD   ZBAA   ZZZZ   201305271248        DOGAR   201305271416
   CES564     8564   20130527   ZSPD   ZBAA   ZZZZ   201305271248         ZBAA   201305271430
   CCA985     9922   20130527   ZSPD   ZBAA   ZZZZ   201305271152        UDINO   201305271242
   CCA985     9922   20130527   ZSPD   ZBAA   ZZZZ   201305271152          P58   201305271242
   CCA985     9922   20130527   ZSPD   ZBAA   ZZZZ   201305271152        DOGAR   201305271325
  CES5129      350   20130527   ZSPD   ZBAA   ZZZZ   201305270941        DOGAR   201305271114
  CES5129      350   20130527   ZSPD   ZBAA   ZZZZ   201305270941         ZBAA   201305271131
   CCA176      584   20130527   ZSPD   ZBAA   ZZZZ   201305272121        UDINO   201305272211
   CCA176      584   20130527   ZSPD   ZBAA   ZZZZ   201305272121          P58   201305272212
   CCA176      584   20130527   ZSPD   ZBAA   ZZZZ   201305272121        DOGAR   201305272252
   CCA176      584   20130527   ZSPD   ZBAA   ZZZZ   201305272121         ZBAA   201305272314
  CYZ9022     1905   20130527   ZSPD   ZBAA   ZZZZ   201305270546          P44   201305270622
  CYZ9022     1905   20130527   ZSPD   ZBAA   ZZZZ   201305270546        OMUDI   201305270627
  CYZ9022     1905   20130527   ZSPD   ZBAA   ZZZZ   201305270546        UDINO   201305270634
  CYZ9022     1905   20130527   ZSPD   ZBAA   ZZZZ   201305270546          P58   201305270635
  CYZ9022     1905   20130527   ZSPD   ZBAA   ZZZZ   201305270546         ZBAA   201305270728
   CES272     8634   20130527   ZSPD   ZBAA   ZZZZ   201305271430        UDINO   201305271514
   CES272     8634   20130527   ZSPD   ZBAA   ZZZZ   201305271430          P58   201305271515
   CES272     8634   20130527   ZSPD   ZBAA   ZZZZ   201305271430        DOGAR   201305271557
   CES272     8634   20130527   ZSPD   ZBAA   ZZZZ   201305271430         ZBAA   201305271614
  CQH8991     1278   20130527   ZSPD   ZBAA   ZZZZ   201305270739        PIMOL   201305270805
  CQH8991     1278   20130527   ZSPD   ZBAA   ZZZZ   201305270739          P41   201305270807
  CQH8991     1278   20130527   ZSPD   ZBAA   ZZZZ   201305270739          P43   201305270812
  CQH8991     1278   20130527   ZSPD   ZBAA   ZZZZ   201305270739        UDINO   201305270828
  CQH8991     1278   20130527   ZSPD   ZBAA   ZZZZ   201305270739          P58   201305270828
  CQH8991     1278   20130527   ZSPD   ZBAA   ZZZZ   201305270739          P60   201305270829
  CQH8991     1278   20130527   ZSPD   ZBAA   ZZZZ   201305270739        DOGAR   201305270906
  CQH8991     1278   20130527   ZSPD   ZBAA   ZZZZ   201305270739         ZBAA   201305270920
   CES272     3188   20130528   ZSPD   ZBAA   ZZZZ   201305281438        DOGAR   201305281612
   CES272     3188   20130528   ZSPD   ZBAA   ZZZZ   201305281438         ZBAA   201305281626
  CSS6877     3401   20130528   ZSPD   ZBAA   ZZZZ   201305282345          P44   201305290022
  CSS6877     3401   20130528   ZSPD   ZBAA   ZZZZ   201305282345        OMUDI   201305290027
  CSS6877     3401   20130528   ZSPD   ZBAA   ZZZZ   201305282345        UDINO   201305290036
  CSS6877     3401   20130528   ZSPD   ZBAA   ZZZZ   201305282345          P58   201305290036
  CSS6877     3401   20130528   ZSPD   ZBAA   ZZZZ   201305282345          P60   201305290038
  CSS6877     3401   20130528   ZSPD   ZBAA   ZZZZ   201305282345        DOGAR   201305290115
   CCA178     3213   20130528   ZSPD   ZBAA   ZZZZ   201305282238        PIMOL   201305282302
   CCA178     3213   20130528   ZSPD   ZBAA   ZZZZ   201305282238          P41   201305282304
   CCA178     3213   20130528   ZSPD   ZBAA   ZZZZ   201305282238          P43   201305282309
   CCA178     3213   20130528   ZSPD   ZBAA   ZZZZ   201305282238        UDINO   201305282326
   CCA178     3213   20130528   ZSPD   ZBAA   ZZZZ   201305282238          P58   201305282327
   CCA178     3213   20130528   ZSPD   ZBAA   ZZZZ   201305282238        DOGAR   201305290005
   CCA178     3213   20130528   ZSPD   ZBAA   ZZZZ   201305282238         ZBAA   201305290022
  CES5186     2770   20130528   ZSPD   ZBAA   ZZZZ   201305282147        PIMOL   201305282213
  CES5186     2770   20130528   ZSPD   ZBAA   ZZZZ   201305282147          P41   201305282215
  CES5186     2770   20130528   ZSPD   ZBAA   ZZZZ   201305282147          P43   201305282220
  CES5186     2770   20130528   ZSPD   ZBAA   ZZZZ   201305282147          P44   201305282226
  CES5186     2770   20130528   ZSPD   ZBAA   ZZZZ   201305282147        UDINO   201305282239
  CES5186     2770   20130528   ZSPD   ZBAA   ZZZZ   201305282147          P58   201305282239
  CES5186     2770   20130528   ZSPD   ZBAA   ZZZZ   201305282147        DOGAR   201305282320
  CES5186     2770   20130528   ZSPD   ZBAA   ZZZZ   201305282147         ZBAA   201305282335
  CYZ9032      875   20130528   ZSPD   ZBAA   ZZZZ   201305290141        PIMOL   201305290206
  CYZ9032      875   20130528   ZSPD   ZBAA   ZZZZ   201305290141          P41   201305290209
  CYZ9032      875   20130528   ZSPD   ZBAA   ZZZZ   201305290141          P43   201305290214
  CYZ9032      875   20130528   ZSPD   ZBAA   ZZZZ   201305290141          P44   201305290219
  CYZ9032      875   20130528   ZSPD   ZBAA   ZZZZ   201305290141        OMUDI   201305290224
  CYZ9032      875   20130528   ZSPD   ZBAA   ZZZZ   201305290141        UDINO   201305290232
  CYZ9032      875   20130528   ZSPD   ZBAA   ZZZZ   201305290141          P58   201305290233
  CYZ9032      875   20130528   ZSPD   ZBAA   ZZZZ   201305290141         ZBAA   201305290328
   CCA156     9908   20130529   ZSPD   ZBAA   ZZZZ   201305291913        PIMOL   201305291935
   CCA156     9908   20130529   ZSPD   ZBAA   ZZZZ   201305291913          P41   201305291937
   CCA156     9908   20130529   ZSPD   ZBAA   ZZZZ   201305291913          P43   201305291942
   CCA156     9908   20130529   ZSPD   ZBAA   ZZZZ   201305291913        OMUDI   201305291954
   CCA156     9908   20130529   ZSPD   ZBAA   ZZZZ   201305291913        DOGAR   201305292041
   CCA156     9908   20130529   ZSPD   ZBAA   ZZZZ   201305291913         ZBAA   201305292057
  CYZ9032      738   20130529   ZSPD   ZBAA   ZZZZ   201305300026        UDINO   201305300114
  CYZ9032      738   20130529   ZSPD   ZBAA   ZZZZ   201305300026          P58   201305300115
  CYZ9032      738   20130529   ZSPD   ZBAA   ZZZZ   201305300026        DOGAR   201305300156
  CYZ9032      738   20130529   ZSPD   ZBAA   ZZZZ   201305300026         ZBAA   201305300211
  CES5186     7506   20130529   ZSPD   ZBAA   ZZZZ   201305292158        UDINO   201305292247
  CES5186     7506   20130529   ZSPD   ZBAA   ZZZZ   201305292158          P58   201305292247
  CES5186     7506   20130529   ZSPD   ZBAA   ZZZZ   201305292158        DOGAR   201305292330
  CES5186     7506   20130529   ZSPD   ZBAA   ZZZZ   201305292158         ZBAA   201305292346
  CCA1884     1115   20130529   ZSPD   ZBAA   ZZZZ   201305291704        PIMOL   201305291727
  CCA1884     1115   20130529   ZSPD   ZBAA   ZZZZ   201305291704          P41   201305291730
  CCA1884     1115   20130529   ZSPD   ZBAA   ZZZZ   201305291704          P43   201305291735
  CCA1884     1115   20130529   ZSPD   ZBAA   ZZZZ   201305291704          P44   201305291740
  CCA1884     1115   20130529   ZSPD   ZBAA   ZZZZ   201305291704        OMUDI   201305291745
  CCA1884     1115   20130529   ZSPD   ZBAA   ZZZZ   201305291704        UDINO   201305291753
  CCA1884     1115   20130529   ZSPD   ZBAA   ZZZZ   201305291704          P58   201305291754
  CCA1884     1115   20130529   ZSPD   ZBAA   ZZZZ   201305291704        DOGAR   201305291836
  CCA1884     1115   20130529   ZSPD   ZBAA   ZZZZ   201305291704         ZBAA   201305291855
   CCA176     9838   20130529   ZSPD   ZBAA   ZZZZ   201305292333        UDINO   201305300019
   CCA176     9838   20130529   ZSPD   ZBAA   ZZZZ   201305292333          P58   201305300020
   CCA176     9838   20130529   ZSPD   ZBAA   ZZZZ   201305292333        DOGAR   201305300100
   CCA176     9838   20130529   ZSPD   ZBAA   ZZZZ   201305292333         ZBAA   201305300119
  CSS6877     8104   20130529   ZSPD   ZBAA   ZZZZ   201305300016        DOGAR   201305300145
  CSS6877     8104   20130529   ZSPD   ZBAA   ZZZZ   201305300016         ZBAA   201305300159
  CCA1862     9574   20130529   ZSPD   ZBAA   ZZZZ   201305291519        DOGAR   201305291648
  CCA1862     9574   20130529   ZSPD   ZBAA   ZZZZ   201305291519         ZBAA   201305291703
  CES5129     3701   20130530   ZSPD   ZBAA   ZZZZ   201305301049          P41   201305301115
  CES5129     3701   20130530   ZSPD   ZBAA   ZZZZ   201305301049          P43   201305301121
  CES5129     3701   20130530   ZSPD   ZBAA   ZZZZ   201305301049          P44   201305301126
  CES5129     3701   20130530   ZSPD   ZBAA   ZZZZ   201305301049        OMUDI   201305301131
  CES5129     3701   20130530   ZSPD   ZBAA   ZZZZ   201305301049        UDINO   201305301139
  CES5129     3701   20130530   ZSPD   ZBAA   ZZZZ   201305301049          P58   201305301139
  CES5129     3701   20130530   ZSPD   ZBAA   ZZZZ   201305301049        DOGAR   201305301219
  CES5129     3701   20130530   ZSPD   ZBAA   ZZZZ   201305301049         ZBAA   201305301234
   CES272     2573   20130530   ZSPD   ZBAA   ZZZZ   201305301451          P44   201305301528
   CES272     2573   20130530   ZSPD   ZBAA   ZZZZ   201305301451        OMUDI   201305301533
   CES272     2573   20130530   ZSPD   ZBAA   ZZZZ   201305301451        UDINO   201305301541
   CES272     2573   20130530   ZSPD   ZBAA   ZZZZ   201305301451          P58   201305301542
   CES272     2573   20130530   ZSPD   ZBAA   ZZZZ   201305301451        BIVOR   201305301614
   CES272     2573   20130530   ZSPD   ZBAA   ZZZZ   201305301451         ZBAA   201305301645
  CQH8991     5148   20130530   ZSPD   ZBAA   ZZZZ   201305300742          P44   201305300819
  CQH8991     5148   20130530   ZSPD   ZBAA   ZZZZ   201305300742        OMUDI   201305300825
  CQH8991     5148   20130530   ZSPD   ZBAA   ZZZZ   201305300742        UDINO   201305300833
  CQH8991     5148   20130530   ZSPD   ZBAA   ZZZZ   201305300742          P58   201305300834
  CQH8991     5148   20130530   ZSPD   ZBAA   ZZZZ   201305300742         ZBAA   201305300933
   CCA178     2588   20130530   ZSPD   ZBAA   ZZZZ   201305302208        OMUDI   201305302247
   CCA178     2588   20130530   ZSPD   ZBAA   ZZZZ   201305302208        UDINO   201305302256
   CCA178     2588   20130530   ZSPD   ZBAA   ZZZZ   201305302208          P58   201305302256
   CCA178     2588   20130530   ZSPD   ZBAA   ZZZZ   201305302208        DOGAR   201305302337
  CAO1041     2474   20130530   ZSPD   ZBAA   ZZZZ   201305301023        PIMOL   201305301045
  CAO1041     2474   20130530   ZSPD   ZBAA   ZZZZ   201305301023          P41   201305301047
  CAO1041     2474   20130530   ZSPD   ZBAA   ZZZZ   201305301023          P43   201305301052
  CAO1041     2474   20130530   ZSPD   ZBAA   ZZZZ   201305301023          P44   201305301057
  CAO1041     2474   20130530   ZSPD   ZBAA   ZZZZ   201305301023        OMUDI   201305301102
  CAO1041     2474   20130530   ZSPD   ZBAA   ZZZZ   201305301023        UDINO   201305301110
  CAO1041     2474   20130530   ZSPD   ZBAA   ZZZZ   201305301023          P58   201305301111
  CAO1041     2474   20130530   ZSPD   ZBAA   ZZZZ   201305301023        DOGAR   201305301150
  CAO1041     2474   20130530   ZSPD   ZBAA   ZZZZ   201305301023         ZBAA   201305301210
  CSS6877     2785   20130530   ZSPD   ZBAA   ZZZZ   201305310036        UDINO   201305310122
  CSS6877     2785   20130530   ZSPD   ZBAA   ZZZZ   201305310036          P58   201305310123
  CSS6877     2785   20130530   ZSPD   ZBAA   ZZZZ   201305310036        DOGAR   201305310203
  CSS6877     2785   20130530   ZSPD   ZBAA   ZZZZ   201305310036         ZBAA   201305310217
  CES5186     2183   20130530   ZSPD   ZBAA   ZZZZ   201305310007          P60   201305310059
  CES5186     2183   20130530   ZSPD   ZBAA   ZZZZ   201305310007        DOGAR   201305310138
  CES5186     2183   20130530   ZSPD   ZBAA   ZZZZ   201305310007         ZBAA   201305310155
   CES564     2489   20130530   ZSPD   ZBAA   ZZZZ   201305301328          P43   201305301359
   CES564     2489   20130530   ZSPD   ZBAA   ZZZZ   201305301328          P44   201305301405
   CES564     2489   20130530   ZSPD   ZBAA   ZZZZ   201305301328        OMUDI   201305301410
   CES564     2489   20130530   ZSPD   ZBAA   ZZZZ   201305301328        UDINO   201305301418
   CES564     2489   20130530   ZSPD   ZBAA   ZZZZ   201305301328          P58   201305301418
   CES564     2489   20130530   ZSPD   ZBAA   ZZZZ   201305301328        DOGAR   201305301459
   CES564     2489   20130530   ZSPD   ZBAA   ZZZZ   201305301328         ZBAA   201305301523
  CCA1862     3707   20130530   ZSPD   ZBAA   ZZZZ   201305301538        DOGAR   201305301709
  CCA1862     3707   20130530   ZSPD   ZBAA   ZZZZ   201305301538         ZBAA   201305301731
   CCA985     3352   20130530   ZSPD   ZBAA   ZZZZ   201305301152          P43   201305301223
   CCA985     3352   20130530   ZSPD   ZBAA   ZZZZ   201305301152          P44   201305301228
   CCA985     3352   20130530   ZSPD   ZBAA   ZZZZ   201305301152        OMUDI   201305301233
   CCA985     3352   20130530   ZSPD   ZBAA   ZZZZ   201305301152        UDINO   201305301242
   CCA985     3352   20130530   ZSPD   ZBAA   ZZZZ   201305301152        DOGAR   201305301323
   CCA985     3352   20130530   ZSPD   ZBAA   ZZZZ   201305301152         ZBAA   201305301345
  CYZ9032     8802   20130530   ZSPD   ZBAA   ZZZZ   201305310104        UDINO   201305310152
  CYZ9032     8802   20130530   ZSPD   ZBAA   ZZZZ   201305310104          P58   201305310153
  CYZ9032     8802   20130530   ZSPD   ZBAA   ZZZZ   201305310104        DOGAR   201305310234
  CYZ9032     8802   20130530   ZSPD   ZBAA   ZZZZ   201305310104         ZBAA   201305310247
  CYZ9022     5009   20130530   ZSPD   ZBAA   ZZZZ   201305300613        UDINO   201305300703
  CYZ9022     5009   20130530   ZSPD   ZBAA   ZZZZ   201305300613          P58   201305300704
  CYZ9022     5009   20130530   ZSPD   ZBAA   ZZZZ   201305300613        DOGAR   201305300747
  CYZ9022     5009   20130530   ZSPD   ZBAA   ZZZZ   201305300613         ZBAA   201305300801
   N688JC     9812   20130531   ZSPD   ZBAA   ZZZZ   201305311101          VYK   201305311234
   N688JC     9812   20130531   ZSPD   ZBAA   ZZZZ   201305311101         ZBAA   201305311252
   CES272     6598   20130531   ZSPD   ZBAA   ZZZZ   201305311455        UDINO   201305311547
   CES272     6598   20130531   ZSPD   ZBAA   ZZZZ   201305311455          P58   201305311547
   CES272     6598   20130531   ZSPD   ZBAA   ZZZZ   201305311455        DOGAR   201305311628
   CES272     6598   20130531   ZSPD   ZBAA   ZZZZ   201305311455         ZBAA   201305311651
  CES5186     6225   20130531   ZSPD   ZBAA   ZZZZ   201305312129        UDINO   201305312221
  CES5186     6225   20130531   ZSPD   ZBAA   ZZZZ   201305312129          P58   201305312222
  CES5186     6225   20130531   ZSPD   ZBAA   ZZZZ   201305312129        DOGAR   201305312305
  CES5186     6225   20130531   ZSPD   ZBAA   ZZZZ   201305312129         ZBAA   201305312319
  CSS6877     6745   20130531   ZSPD   ZBAA   ZZZZ   201305312337        UDINO   201306010029
  CSS6877     6745   20130531   ZSPD   ZBAA   ZZZZ   201305312337          P58   201306010029
  CSS6877     6745   20130531   ZSPD   ZBAA   ZZZZ   201305312337          P60   201306010031
  CSS6877     6745   20130531   ZSPD   ZBAA   ZZZZ   201305312337         ZBAA   201306010130
   CES564     6537   20130531   ZSPD   ZBAA   ZZZZ   201305311303        PIMOL   201305311328
   CES564     6537   20130531   ZSPD   ZBAA   ZZZZ   201305311303          P41   201305311330
   CES564     6537   20130531   ZSPD   ZBAA   ZZZZ   201305311303          P43   201305311335
   CES564     6537   20130531   ZSPD   ZBAA   ZZZZ   201305311303        UDINO   201305311354
   CES564     6537   20130531   ZSPD   ZBAA   ZZZZ   201305311303          P58   201305311355
   CES564     6537   20130531   ZSPD   ZBAA   ZZZZ   201305311303         ZBAA   201305311449
  CCA1884     9298   20130531   ZSPD   ZBAA   ZZZZ   201305311749        UDINO   201305311843
  CCA1884     9298   20130531   ZSPD   ZBAA   ZZZZ   201305311749          P58   201305311844
  CCA1884     9298   20130531   ZSPD   ZBAA   ZZZZ   201305311749        DOGAR   201305311926
  CCA1884     9298   20130531   ZSPD   ZBAA   ZZZZ   201305311749         ZBAA   201305311949
  CCA1862     7569   20130531   ZSPD   ZBAA   ZZZZ   201305311628        UDINO   201305311718
  CCA1862     7569   20130531   ZSPD   ZBAA   ZZZZ   201305311628          P58   201305311719
  CCA1862     7569   20130531   ZSPD   ZBAA   ZZZZ   201305311628         ZBAA   201305311831
   CCA178     9319   20130531   ZSPD   ZBAA   ZZZZ   201305312208        UDINO   201305312259
   CCA178     9319   20130531   ZSPD   ZBAA   ZZZZ   201305312208          P58   201305312259
   CCA178     9319   20130531   ZSPD   ZBAA   ZZZZ   201305312208        DOGAR   201305312340
   CCA178     9319   20130531   ZSPD   ZBAA   ZZZZ   201305312208         ZBAA   201305312359
  CYZ9032     8540   20130531   ZSPD   ZBAA   ZZZZ   201306010031        PIMOL   201306010057
  CYZ9032     8540   20130531   ZSPD   ZBAA   ZZZZ   201306010031          P41   201306010059
  CYZ9032     8540   20130531   ZSPD   ZBAA   ZZZZ   201306010031          P43   201306010104
  CYZ9032     8540   20130531   ZSPD   ZBAA   ZZZZ   201306010031        UDINO   201306010124
  CYZ9032     8540   20130531   ZSPD   ZBAA   ZZZZ   201306010031          P58   201306010124
  CYZ9032     8540   20130531   ZSPD   ZBAA   ZZZZ   201306010031         ZBAA   201306010219
   CCA985     1685   20130601   ZSPD   ZBAA   ZZZZ   201306011203        PIMOL   201306011227
   CCA985     1685   20130601   ZSPD   ZBAA   ZZZZ   201306011203          P41   201306011230
   CCA985     1685   20130601   ZSPD   ZBAA   ZZZZ   201306011203          P43   201306011234
   CCA985     1685   20130601   ZSPD   ZBAA   ZZZZ   201306011203        UDINO   201306011253
   CCA985     1685   20130601   ZSPD   ZBAA   ZZZZ   201306011203          P58   201306011254
   CCA985     1685   20130601   ZSPD   ZBAA   ZZZZ   201306011203        DOGAR   201306011333
   CCA985     1685   20130601   ZSPD   ZBAA   ZZZZ   201306011203         ZBAA   201306011351
   CES272      966   20130601   ZSPD   ZBAA   ZZZZ   201306011424        PIMOL   201306011448
   CES272      966   20130601   ZSPD   ZBAA   ZZZZ   201306011424          P41   201306011450
   CES272      966   20130601   ZSPD   ZBAA   ZZZZ   201306011424          P43   201306011455
   CES272      966   20130601   ZSPD   ZBAA   ZZZZ   201306011424          P44   201306011501
   CES272      966   20130601   ZSPD   ZBAA   ZZZZ   201306011424        OMUDI   201306011506
   CES272      966   20130601   ZSPD   ZBAA   ZZZZ   201306011424        UDINO   201306011514
   CES272      966   20130601   ZSPD   ZBAA   ZZZZ   201306011424          P58   201306011515
   CES272      966   20130601   ZSPD   ZBAA   ZZZZ   201306011424         ZBAA   201306011608
  CES5186      592   20130601   ZSPD   ZBAA   ZZZZ   201306012158        UDINO   201306012247
  CES5186      592   20130601   ZSPD   ZBAA   ZZZZ   201306012158          P58   201306012247
  CES5186      592   20130601   ZSPD   ZBAA   ZZZZ   201306012158        DOGAR   201306012330
  CES5186      592   20130601   ZSPD   ZBAA   ZZZZ   201306012158         ZBAA   201306012343
   CES564      913   20130601   ZSPD   ZBAA   ZZZZ   201306011253        UDINO   201306011342
   CES564      913   20130601   ZSPD   ZBAA   ZZZZ   201306011253          P58   201306011343
   CES564      913   20130601   ZSPD   ZBAA   ZZZZ   201306011253        BIVOR   201306011415
   CES564      913   20130601   ZSPD   ZBAA   ZZZZ   201306011253         ZBAA   201306011439
  CES5129     2044   20130601   ZSPD   ZBAA   ZZZZ   201306010928          P44   201306011005
  CES5129     2044   20130601   ZSPD   ZBAA   ZZZZ   201306010928        OMUDI   201306011010
  CES5129     2044   20130601   ZSPD   ZBAA   ZZZZ   201306010928        UDINO   201306011018
  CES5129     2044   20130601   ZSPD   ZBAA   ZZZZ   201306010928          P58   201306011019
  CES5129     2044   20130601   ZSPD   ZBAA   ZZZZ   201306010928         ZBAA   201306011115
  CCA1862     2058   20130601   ZSPD   ZBAA   ZZZZ   201306011708        UDINO   201306011607
  CCA1862     2058   20130601   ZSPD   ZBAA   ZZZZ   201306011708          P58   201306011607
  CCA1862     2058   20130601   ZSPD   ZBAA   ZZZZ   201306011708         ZBAA   201306011709
  CAO1041      901   20130601   ZSPD   ZBAA   ZZZZ   201306010754        PIMOL   201306010815
  CAO1041      901   20130601   ZSPD   ZBAA   ZZZZ   201306010754          P41   201306010817
  CAO1041      901   20130601   ZSPD   ZBAA   ZZZZ   201306010754          P43   201306010822
  CAO1041      901   20130601   ZSPD   ZBAA   ZZZZ   201306010754          P44   201306010827
  CAO1041      901   20130601   ZSPD   ZBAA   ZZZZ   201306010754        OMUDI   201306010832
  CAO1041      901   20130601   ZSPD   ZBAA   ZZZZ   201306010754        UDINO   201306010840
  CAO1041      901   20130601   ZSPD   ZBAA   ZZZZ   201306010754          P58   201306010841
  CAO1041      901   20130601   ZSPD   ZBAA   ZZZZ   201306010754         ZBAA   201306010940
  CSS6877     1129   20130601   ZSPD   ZBAA   ZZZZ   201306020148        UDINO   201306020236
  CSS6877     1129   20130601   ZSPD   ZBAA   ZZZZ   201306020148          P58   201306020236
  CSS6877     1129   20130601   ZSPD   ZBAA   ZZZZ   201306020148         P197   201306020243
  CSS6877     1129   20130601   ZSPD   ZBAA   ZZZZ   201306020148          P64   201306020245
  CSS6877     1129   20130601   ZSPD   ZBAA   ZZZZ   201306020148           AR   201306020253
  CSS6877     1129   20130601   ZSPD   ZBAA   ZZZZ   201306020148         P431   201306020256
  CSS6877     1129   20130601   ZSPD   ZBAA   ZZZZ   201306020148        TUMLO   201306020257
  CSS6877     1129   20130601   ZSPD   ZBAA   ZZZZ   201306020148         ZBAA   201306020329
   CCA178      981   20130601   ZSPD   ZBAA   ZZZZ   201306012210        UDINO   201306012257
   CCA178      981   20130601   ZSPD   ZBAA   ZZZZ   201306012210          P58   201306012258
   CCA178      981   20130601   ZSPD   ZBAA   ZZZZ   201306012210        DOGAR   201306012337
   CCA178      981   20130601   ZSPD   ZBAA   ZZZZ   201306012210         ZBAA   201306012353
  CYZ9022     1474   20130601   ZSPD   ZBAA   ZZZZ   201306010552        UDINO   201306010644
  CYZ9022     1474   20130601   ZSPD   ZBAA   ZZZZ   201306010552          P58   201306010645
  CYZ9022     1474   20130601   ZSPD   ZBAA   ZZZZ   201306010552         ZBAA   201306010740
  CYZ9022     8583   20130602   ZSPD   ZBAA   ZZZZ   201306021241          P44   201306021318
  CYZ9022     8583   20130602   ZSPD   ZBAA   ZZZZ   201306021241        OMUDI   201306021323
  CYZ9022     8583   20130602   ZSPD   ZBAA   ZZZZ   201306021241        UDINO   201306021331
  CYZ9022     8583   20130602   ZSPD   ZBAA   ZZZZ   201306021241          P58   201306021332
  CYZ9022     8583   20130602   ZSPD   ZBAA   ZZZZ   201306021241         ZBAA   201306021437
  CES5186     4890   20130602   ZSPD   ZBAA   ZZZZ   201306030110        OMUDI   201306030151
  CES5186     4890   20130602   ZSPD   ZBAA   ZZZZ   201306030110          PIX   201306030155
  CES5186     4890   20130602   ZSPD   ZBAA   ZZZZ   201306030110        UDINO   201306030200
  CES5186     4890   20130602   ZSPD   ZBAA   ZZZZ   201306030110          P58   201306030200
  CES5186     4890   20130602   ZSPD   ZBAA   ZZZZ   201306030110        DOGAR   201306030241
  CES5186     4890   20130602   ZSPD   ZBAA   ZZZZ   201306030110         ZBAA   201306030258
  CAO1049     8292   20130602   ZSPD   ZBAA   ZZZZ   201306020655        UDINO   201306020742
  CAO1049     8292   20130602   ZSPD   ZBAA   ZZZZ   201306020655          P58   201306020742
  CAO1049     8292   20130602   ZSPD   ZBAA   ZZZZ   201306020655        DOGAR   201306020823
  CAO1049     8292   20130602   ZSPD   ZBAA   ZZZZ   201306020655         ZBAA   201306020838
  CAO1047     5192   20130602   ZSPD   ZBAA   ZZZZ   201306020921        OMUDI   201306021001
  CAO1047     5192   20130602   ZSPD   ZBAA   ZZZZ   201306020921        UDINO   201306021008
  CAO1047     5192   20130602   ZSPD   ZBAA   ZZZZ   201306020921          P58   201306021009
  CAO1047     5192   20130602   ZSPD   ZBAA   ZZZZ   201306020921         ZBAA   201306021106
   CES564     5203   20130602   ZSPD   ZBAA   ZZZZ   201306021250          P44   201306021326
   CES564     5203   20130602   ZSPD   ZBAA   ZZZZ   201306021250        OMUDI   201306021330
   CES564     5203   20130602   ZSPD   ZBAA   ZZZZ   201306021250        UDINO   201306021338
